UniqueId,AdminUnit,CalFireIncident,CanonicalUrl,Counties,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Description,Started,Status,Updated,Label
10.42.0.151-31.13.69.195-36718-443-6,US Forest Service - Humboldt - Toiyabe National Forest,FALSE,/incidents/2015/6/19/washington-fire/,Alpine,,,,2015-06-22T12:05:00Z,0,FALSE,TRUE,,,38.598056,south of Markleeville,-119.751944,FALSE,Washington Fire,100,,"The Washington Fire started on June 19, 2015  south of Markleeville, in the Silver Creek Drainage (Alpine County).",2015-06-19T19:00:00Z,Finalized,2015-06-22T12:05:00Z,1
151.101.21.140-10.42.0.211-443-33379-6,US Forest Service - Los Padres National Forest,TRUE,/incidents/2016/7/22/soberanes-fire/,Monterey,,,,2016-10-13T11:30:00Z,6,FALSE,TRUE,,,36.45994,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",-121.89938,TRUE,Soberanes Fire,100,,"The Sobranes Fire started on July 22, 2016  east of Sobranes Creek,  5 miles south of Carmel Garrapata State Park in Monterey County.",2016-07-22T08:48:00Z,Finalized,2016-10-13T11:30:00Z,0
10.42.0.151-103.7.30.118-57563-80-6,Bureau of Land Management,TRUE,/incidents/2016/6/23/erskine-fire/,Kern,,,,2016-07-11T09:40:00Z,9,FALSE,TRUE,,,35.6115,Off Erskine Creek Rd in Lake Isabella,-118.45628,FALSE,Erskine Fire,100,,"The Erskine Fire started on June 23, 2016 off of Erskine Creek Road in Lake Isabella (Kern County) and burned 48,019 acres.",2016-06-23T15:51:00Z,Finalized,2016-07-11T09:40:00Z,1
172.217.12.162-10.42.0.151-443-36971-6,CAL FIRE San Luis Obispo Unit,TRUE,/incidents/2016/8/13/chimney-fire/,San Luis Obispo,,,,2016-09-06T07:30:00Z,0,FALSE,TRUE,,1,35.70595,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,-120.98316,TRUE,Chimney Fire,100,,"The Chimney Fire started on August 13, 2016 at Running Deer Rd and Chimney Rock Rd., south of Lake Nacimiento in San Luis Obispo County. ",2016-08-13T16:03:00Z,Finalized,2016-09-06T07:30:00Z,0
10.42.0.151-121.14.255.49-52333-80-6,San Bernardino National Forest ,TRUE,/incidents/2016/8/16/blue-cut-fire/,San Bernardino,21,6,47,2016-08-23T07:45:00Z,0,FALSE,TRUE,5,,34.30372,"off of I-15 and Hwy 138, north of San Bernardino ",-117.49342,TRUE,Blue Cut Fire,100,914,"The Bluecut Fire started on August 16 off of I-15 and Hwy 138, north of San Bernardino on the San Bernardino National Forest.  ",2016-08-16T10:44:00Z,Finalized,2016-08-23T07:45:00Z,1
10.42.0.211-10.42.0.1-12900-53-17,USFS Klamath National Forest,FALSE,/incidents/2016/8/27/gap-fire/,Siskiyou,,,,2016-08-28T18:15:00Z,1,FALSE,TRUE,,,41.851,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",-123.118,FALSE,Gap Fire,100,,"The Gap Fire started on August 27, 2016 off Seiad Creek Rd, 5 miles northeast of Seiad Valley (Siskiyou County).",2016-08-27T18:00:00Z,Finalized,2016-08-28T18:15:00Z,0
10.42.0.211-10.42.0.1-53298-53-17,Los Padres National Forest,TRUE,/incidents/2016/8/18/rey-fire/,Santa Barbara,,,,2016-09-15T15:20:00Z,22,FALSE,TRUE,,,0,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",0,FALSE,Rey Fire ,100,,"The Rey Fire started on August 18 off of Hwy 154 and Paradise Rd, north of Santa Barbara on the Los Padres National Forest in Santa Barbara County and burned 32,606 acres.",2016-08-18T17:57:00Z,Finalized,2016-09-15T15:20:00Z,1
10.42.0.211-10.42.0.1-18398-53-17,Sequoia National Forest,FALSE,/incidents/2016/8/16/cedar-fire/,Kern,,,,2016-10-01T06:00:00Z,2,FALSE,TRUE,,,35.7506,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",-118.5678,FALSE,Cedar Fire,100,,"The Cedar Fire started on August 16 off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights, on the Sequoia National Forest in Kern County.",2016-08-16T16:35:00Z,Finalized,2016-10-01T06:00:00Z,1
10.42.0.211-74.6.105.13-38960-443-6,Vandenberg Air Force Base,FALSE,/incidents/2016/9/17/canyon-fire/,Santa Barbara,,,,2016-09-27T14:00:00Z,3,FALSE,TRUE,,,34.63445,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",-120.54421,FALSE,Canyon Fire,100,,"The Canyon Fire started on September 18, 2016 off of Santa Ynez Ridge Road, south side of Vandenberg Air Force Base (Santa Barbara County)",2016-09-17T17:20:00Z,Finalized,2016-09-27T14:00:00Z,0
10.42.0.151-10.42.0.1-13116-53-17,San Bernardino National Forest,TRUE,/incidents/2016/8/7/pilot-fire/,San Bernardino,30,3,37,2016-08-16T08:00:00Z,0,FALSE,TRUE,10,1,34.28771,"Pilot Rock & Hwy 138, southeast of Hesperia",-117.27338,TRUE,Pilot Fire,100,960,"The Pilot Fire started on August 7, 2016, near Pilot Rock & Hwy 138, southeast of Hesperia, (San Bernardino County.)",2016-08-07T12:18:00Z,Finalized,2016-08-16T08:00:00Z,1
172.217.12.206-10.42.0.211-443-42709-6,CAL FIRE San Diego Unit,TRUE,/incidents/2016/6/19/border-fire/,San Diego,,,,2016-06-30T18:30:00Z,5,FALSE,TRUE,,,32.60729,off Highway 188 and Highway 94 near Tecate,-116.63028,TRUE,Border Fire,100,78,"The Border Fire started on June 19 off Highway 188 and Highway 94 near Tecate in San Diego County and burned 7,609 acres.",2016-06-19T11:03:00Z,Finalized,2016-06-30T18:30:00Z,0
10.42.0.211-10.42.0.1-51180-53-17,U.S Los Padres National Forest ,TRUE,/incidents/2016/6/15/sherpa-fire/,Santa Barbara,,,,2016-07-12T14:30:00Z,16,FALSE,TRUE,,,34.776,west of Goleta,-119.643,TRUE,Sherpa Fire,100,,The Sherpa Fire started June 15 on the Los Padres National Forest in Santa Barbara County.,2016-06-15T15:21:00Z,Finalized,2016-07-12T14:30:00Z,0
151.101.1.140-10.42.0.211-443-52321-6,CAL FIRE Fresno Kings Unit,TRUE,/incidents/2016/8/9/mineral-fire/,Fresno,,,,2016-08-18T19:00:00Z,2,FALSE,TRUE,,,36.09974,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",-120.51057,TRUE,Mineral Fire,100,20,"The Mineral Fire started on August 9, 2016 off Highway 198 cross of Mineral Springs Road, 8 miles West of Coalinga in Fresno County.",2016-08-09T13:08:00Z,Finalized,2016-08-18T19:00:00Z,1
172.217.6.234-10.42.0.42-443-47926-6,CAL FIRE Sonoma Lake Napa Unit,TRUE,/incidents/2016/8/2/cold-fire/,Yolo,2,,5,2016-08-12T15:00:00Z,1,FALSE,TRUE,,,38.52513,"off of Highway 128 west of Pleasants Valley Road, west of Winters",-122.06788,TRUE,Cold Fire,100,58,"Cold Fire started on August 2, 2016 off of Highway 128 west of Pleasants Valley Road, west of Winters (Yolo County)",2016-08-02T16:36:00Z,Finalized,2016-08-12T15:00:00Z,1
182.22.24.252-10.42.0.211-443-52473-6,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,TRUE,/incidents/2016/6/28/trailhead-fire/,El Dorado,,,,2016-07-18T09:50:00Z,8,FALSE,TRUE,,3,38.96741,along the  Middle Fork of the American River near Todd Valley,-120.9375,TRUE,Trailhead Fire,100,,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ",2016-06-28T13:55:00Z,Finalized,2016-07-18T09:50:00Z,0
172.217.8.3-10.42.0.42-80-46771-6,CAL FIRE Nevada-Yuba-Placer Unit / El Dorado National Forest,TRUE,/incidents/2016/6/28/trailhead-fire/,Placer,,,,2016-07-18T09:50:00Z,0,FALSE,TRUE,,3,38.96741,along the  Middle Fork of the American River near Todd Valley,-120.9375,TRUE,Trailhead Fire,100,,"The Trailhead Fire was started on July 6, 2016 along the  Middle Fork of the American River near Todd Valley (El Dorado County)burning a total of 5,646 acres. ",2016-06-28T13:55:00Z,Finalized,2016-07-18T09:50:00Z,1
172.217.11.35-10.42.0.211-443-59340-6,Inyo National Forest,FALSE,/incidents/2016/9/17/owens-river-fire/,Inyo,,,,2016-09-18T08:10:00Z,1,FALSE,TRUE,,,37.75985,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",-118.95309,FALSE,Owens River Fire,100,,"The Owens River Fire started on September 17, 2016 in Clark Canyon north of Mammoth Lakes, east of Hwy 395 (Inyo County)",2016-09-17T13:49:00Z,Finalized,2016-09-18T08:10:00Z,0
10.42.0.151-10.42.0.1-2726-53-17,Angeles National Forest,FALSE,/incidents/2016/6/20/san-gabriel-complex-formerly-fish-reservoir-fires/,Los Angeles,,,,2018-04-23T15:07:00Z,24,FALSE,TRUE,,,0,south of Azusa,0,FALSE,San Gabriel Complex (Formerly Fish & Reservoir Fires),100,,"The Reservoir Fire started on June 20 south of Azusa on the Angeles National Forest in Los Angeles County and burned 5,399 acres.",2016-06-20T13:59:00Z,Finalized,2018-04-23T15:07:00Z,1
172.217.6.234-10.42.0.151-443-45769-6,Angeles National Forest ,FALSE,/incidents/2016/11/14/marek-fire/,Los Angeles,,,,2016-11-14T14:00:00Z,7,FALSE,TRUE,,,34.31,Lake View Terrace,-118.335,FALSE,Marek Fire,100,,The Marek Fire started north of Lake View Terrace in the Los Angeles National Forest. ,2016-11-14T05:45:00Z,Finalized,2016-11-14T14:00:00Z,0
10.42.0.211-23.203.49.224-55150-80-6,CAL FIRE Santa Clara Unit,TRUE,/incidents/2016/9/26/loma-fire/,Santa Clara,1,1,3,2017-09-19T10:30:00Z,20,FALSE,TRUE,,,37.10632,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,-121.85318,TRUE,Loma Fire,100,62,"The Loma Fire started on September 26, 2016 off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill (Santa Clara County) and burned 4,474 acres.",2016-09-26T14:42:00Z,Finalized,2017-09-19T10:30:00Z,1
10.42.0.151-10.42.0.1-30652-53-17,Sequoia National Forest,FALSE,/incidents/2016/10/29/meadow-fire/,Tulare,,,,2016-12-19T13:30:00Z,0,FALSE,TRUE,,,35.984,"	East of Trail of 100 Giants between Lloyd Meadow Road and Western Divide Highway.",-118.551,FALSE,Meadow Fire,100,,"Meadow Fire, Sequoia National Forest, Tulare County",2016-10-29T11:15:00Z,Finalized,2016-12-19T13:30:00Z,0
203.205.158.60-10.42.0.151-80-39578-6,CALFIRE Sonoma-Lake-Napa Unit,TRUE,/incidents/2016/8/13/clayton-fire/,Lake,,,2,2016-08-26T18:00:00Z,0,FALSE,TRUE,1,,38.89741,off Hwy 29 and Clayton Creek south of Lower Lake,-122.60664,TRUE,Clayton Fire,100,32,"The Clayton Fire started on August 13, 2016 off Hwy 29 and Clayton Creek south of Lower Lake (Lake County).",2016-08-13T18:03:00Z,Finalized,2016-08-26T18:00:00Z,0
10.42.0.211-66.198.24.224-40563-80-6,CAL FIRE San Benito-Monterey Unit,TRUE,/incidents/2016/5/22/metz-fire/,Monterey,,,5,2016-05-25T18:15:00Z,0,FALSE,TRUE,,1,36.38123,"Metz Rd & Blue Jay Ln, southeast of Soledad",-121.20059,TRUE,Metz Fire,100,22,"The Metz Fire started on May 22, off Metz Road and Blue Jay Lane, southeast of Soledad in Monterey County and burned 3,876 acres.",2016-05-22T15:27:00Z,Finalized,2016-05-25T18:15:00Z,0
157.240.18.15-10.42.0.211-443-38489-6,Camp Roberts Fire Department,TRUE,/incidents/2016/5/18/roberts-fire/,San Luis Obispo,,,,2016-05-20T18:00:00Z,0,FALSE,TRUE,,,0,10 miles northwest of Paso Robles on Camp Roberts Military Base,0,FALSE,Roberts Fire,100,,"The Camp Roberts Fire started on May 18 on Camp Roberts Military Base, 10 miles northwest of Paso Robles. ",2016-05-18T14:27:00Z,Finalized,2016-05-20T18:00:00Z,0
10.42.0.1-10.42.0.42-53-42959-17,CAL FIRE Fresno Unit,TRUE,/incidents/2016/7/1/curry-fire/,Fresno,12,5,29,2016-07-05T07:05:00Z,21,FALSE,TRUE,2,,36.0749,"Curry Mountain, 7 miles SW of Coalinga",-120.452041,TRUE,Curry Fire,100,188,"The Curry Fire Started on July 1, 2016 off Curry Mountain Road and Highway 198, 7 miles Southwest of Coalinga (Fresno County) and burned 2,944 acres.",2016-07-01T17:16:00Z,Finalized,2016-07-05T07:05:00Z,0
198.51.152.178-10.42.0.151-443-34958-6,USFS Klamath National Forest ,FALSE,/incidents/2016/6/7/pony-fire/,Siskiyou,,,,2016-11-08T10:15:00Z,1,FALSE,TRUE,,,41.623,15 miles SW of Happy Camp (Siskiyou County),-123.557,FALSE,Pony Fire,100,,The Pony fire burned in the Klamath NF 15 miles SW of Happy Camp in Siskiyou County in June 2016,2016-06-07T02:45:00Z,Finalized,2016-11-08T10:15:00Z,1
10.42.0.211-23.23.129.231-59434-443-6,Inyo National Forest,FALSE,/incidents/2016/8/4/clark-fire/,Mono,,,,2016-08-07T19:14:00Z,0,FALSE,TRUE,,,0,"on Bald Mountain, northeast of Mammoth",0,FALSE,Clark Fire,100,,"The Clark Fire started on August 4, 2016 on Bald Mountain, northeast of Mammoth, Inyo National Forest (Mono County)",2016-08-04T14:09:00Z,Finalized,2019-07-01T13:08:03.677Z,1
151.101.1.140-10.42.0.211-443-48044-6,Modoc National Forest,FALSE,/incidents/2016/9/17/soup-complex/,Modoc,,,,2016-10-13T11:30:00Z,0,FALSE,TRUE,,,41.2649,"Soup Springs, 12 miles east of Likely",-120.3178,FALSE,Soup Complex,100,,"The Soup Complex Fires started on September 17 near Soup Springs, 12 miles east of Likely (Modoc County)",2016-09-17T14:37:00Z,Finalized,2016-10-13T11:30:00Z,0
157.55.235.173-10.42.0.151-40024-43477-17,CAL FIRE Lassen-Modoc Unit,TRUE,/incidents/2016/9/11/willard-fire/,Lassen,3,2,2,2016-09-22T07:00:00Z,0,FALSE,TRUE,,1,40.3915,"off of Willard Creek Road, west of Susanville",-120.7845,TRUE,Willard Fire,100,78,"The Willard Fire started on September 11, 2016 off of Willard Creek Road, west of Susanville in Lassen County.",2016-09-11T11:33:00Z,Finalized,2016-09-22T07:00:00Z,0
172.217.2.110-10.42.0.151-443-56531-6,Los Padres National Forest,TRUE,/incidents/2016/6/4/coleman-fire/,Monterey,,,,2016-06-20T08:30:00Z,9,FALSE,TRUE,,,36.01542,off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett,-121.25029,FALSE,Coleman Fire,100,,The Coleman Fire off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett (Monterey County) burned in June 2016.,2016-06-04T14:33:00Z,Finalized,2016-06-20T08:30:00Z,0
173.194.175.102-10.42.0.211-443-57190-6,Los Padres National Forest,FALSE,/incidents/2016/6/30/pine-fire/,Ventura,,,,2016-06-30T16:55:00Z,0,FALSE,TRUE,,,34.701,"Near Haddock Campground, 3 miles west of the Pine Mtn Lodge, above Middle Sespe.",-119.144,FALSE,Pine Fire,100,,"Pine Fire, Ventura County, June 30, 2016, Los Padres National Forest",2016-06-30T16:55:00Z,Finalized,2016-06-30T16:55:00Z,1
10.42.0.211-23.43.56.81-55934-80-6,CAL FIRE Fresno-Kings Unit,TRUE,/incidents/2016/7/30/goose-fire/,Fresno,4,,7,2016-08-09T18:30:00Z,5,FALSE,TRUE,,,37.01591,"Off Gooseberry Ln & Morgan Canyon, south of Prather ",-119.50507,TRUE,Goose Fire,100,167,"The Goose Fire started on July 30, 2016 off Gooseberry Ln & Morgan Canyon, south of Prather (Fresno County).",2016-07-30T16:40:00Z,Finalized,2016-08-09T18:30:00Z,1
239.255.255.250-10.42.0.151-1900-58127-17,USFS Sierra National Forest,FALSE,/incidents/2016/10/11/sacata-fire/,Fresno,,,,2016-10-20T07:00:00Z,5,FALSE,TRUE,,,36.94536,"near Sacata Ridge, located above Pine Flat",-119.25959,FALSE,Sacata Fire,100,,"The Sacata Fire started on October 11, 2016 on the Sierra National Forest, north of Pine Flat and south of Eagle Peak, in Fresno County. ",2016-10-11T12:58:00Z,Finalized,2016-10-20T07:00:00Z,1
216.58.219.225-10.42.0.211-443-56875-6,Kern County Fire,TRUE,/incidents/2016/7/1/deer-fire/,Kern,,,,2016-07-08T19:00:00Z,7,FALSE,TRUE,,3,35.20993,"Hwy 223 & Deertrail Rd., east of Arvin",-118.72272,TRUE,Deer Fire,100,,"Deer Fire started on July 1, 2016 off Hwy 223 & Deertrail Road, east of Arvin (Kern County) and burned 1,785 acres.",2016-07-01T14:05:00Z,Finalized,2016-07-08T19:00:00Z,1
172.217.9.238-10.42.0.211-443-58538-6,CAL FIRE Sonoma-Lake-Napa Unit,TRUE,/incidents/2016/9/25/sawmill-fire/,Sonoma,,,3,2016-09-29T17:00:00Z,9,FALSE,TRUE,,2,38.80017,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",-122.82895,TRUE,Sawmill Fire,100,14,"The Sawmill Fire burned 1500 acres off Geysers Rd and Geysers Resort Rd 10 miles east of Cloverdale, Sonoma County, in September 2016.",2016-09-25T10:43:00Z,Finalized,2016-09-29T17:00:00Z,1
10.42.0.211-64.71.142.96-52474-443-6,CAL FIRE / Riverside County Fire,TRUE,/incidents/2016/8/30/bogart-fire/,Riverside,,,,2016-09-02T18:10:00Z,2,FALSE,TRUE,,1,0,"Off Winesap Avenue & International Park Road, north of Beaumont, near Cherry Valley",0,TRUE,Bogart Fire,100,,"The Bogart Fire started on August 30 off Winesap Avenue & International Park Road, north of Beaumont, near Cherry Valley (Riverside County).",2016-08-30T12:25:00Z,Finalized,2016-09-02T18:10:00Z,0
172.217.7.163-10.42.0.211-443-32886-6,CAL FIRE Madera-Mariposa-Merced Unit,TRUE,/incidents/2016/6/25/dinosaur-fire/,Merced,,,,2016-06-26T18:50:00Z,1,FALSE,TRUE,,,37.07147,"Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir ",-121.20155,FALSE,Dinosaur Fire,100,,"The Dinosaur Fire started on June 26, 2016 off Hwy152 at Dinosaur Point, westside of San Luis Reservoir (Merced County)and burned 1,246 acres.",2016-06-25T23:45:00Z,Finalized,2016-06-26T18:50:00Z,1
10.42.0.211-104.193.88.109-53753-80-6,Camp Pendleton Military Base,FALSE,/incidents/2016/7/21/roblar-fire/,San Diego,,,,2016-07-30T14:15:00Z,16,FALSE,TRUE,,,33.393,Roblar Rd and Case Springs (Camp Pendleton),-117.35093,FALSE,Roblar Fire,100,,The Roblar Fire started on July 21 off Roblar Road and Case Springs at Camp Pendleton in San Diego County,2016-07-21T16:06:00Z,Finalized,2016-07-30T14:15:00Z,0
10.42.0.211-10.42.0.1-11612-53-17,Los Angeles County Fire,FALSE,/incidents/2016/7/9/sage-fire/,Los Angeles,,,,2016-07-16T12:00:00Z,0,FALSE,TRUE,,,34.36763,"off of Calgrove Blvd, southwest of Santa Clarita",-118.57245,FALSE,Sage Fire,100,,"The Sage Fire started on July 9, 2016 off of Calgrove Blvd, southwest of Santa Clarita (Los Angeles County)",2016-07-09T12:04:00Z,Finalized,2016-07-16T12:00:00Z,0
183.79.248.252-10.42.0.211-443-55961-6,CAL FIRE Tuolumne-Calaveras Unit,TRUE,/incidents/2016/9/26/marshes-fire/,Tuolumne,2,,2,2016-10-04T22:00:00Z,0,FALSE,TRUE,,,37.79635,off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir,-120.32484,TRUE,Marshes Fire,100,92,"The Marshes Fire started on September 26 off Marshes Flat Road at highway 49 near Moccasin in Tuolumne County and burned 1,080 acres.",2016-09-26T12:20:00Z,Finalized,2016-10-04T22:00:00Z,0
216.58.219.234-10.42.0.211-443-59574-6,CAL FIRE / Butte County Fire,TRUE,/incidents/2016/9/5/saddle-fire/,Butte,4,2,3,2016-09-12T14:51:00Z,3,FALSE,TRUE,,3,39.6871,"Off Pentz Rd & Lime Saddle Rd, south of Paradise",-121.571,TRUE,Saddle Fire,100,133,"The Saddle Fire started on September 5, 2016 off Pentz Rd & Lime Saddle Rd, south of Paradise (Butte County) and burned 850 acres.",2016-09-05T16:28:00Z,Finalized,2016-09-12T14:51:00Z,1
10.42.0.42-106.39.162.36-56279-80-6,CAL FIRE Siskiyou Unit,TRUE,/incidents/2016/8/24/grade-fire/,Siskiyou,,,,2016-08-30T06:45:00Z,4,FALSE,TRUE,,,41.7813,"off Hwy 263, 2 miles north of Yreka ",-122.611,TRUE,Grade Fire,100,,The Grade Fire burned off Hwy 263 2 miles north of Yreka,2016-08-24T14:55:00Z,Finalized,2016-08-30T06:45:00Z,0
10.42.0.151-52.71.43.244-36346-443-6,Inyo National Forest,FALSE,/incidents/2016/6/25/marina-fire/,Mono,,,,2016-07-09T08:30:00Z,6,FALSE,TRUE,,,37.97,Hwy 395 & Mono Lake,-119.14,FALSE,Marina Fire,100,,"The Marina Fire started on June 25, 2016 off Hwy 395 and Mono Lake (Mono County) and burned 654 acres.",2016-06-25T06:30:00Z,Finalized,2016-07-09T08:30:00Z,1
172.217.12.194-10.42.0.151-443-46959-6,CAL Fire Humboldt-Del Norte Unit,TRUE,/incidents/2016/8/22/tully-fire/,Humboldt,3,1,10,2016-09-04T06:55:00Z,1,FALSE,TRUE,,,41.28486,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",-123.82268,TRUE,Tully Fire,100,174,"The Tulley Fire started on August 22, 2016, off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec,  in Humboldt County.",2016-08-22T16:03:00Z,Finalized,2016-09-04T06:55:00Z,0
10.42.0.211-74.119.119.68-55277-443-6,Kern County Fire,TRUE,/incidents/2016/7/8/fort-fire/,Kern,,,,2016-07-10T19:37:00Z,2,FALSE,TRUE,,,34.913,"off of I-5, east of Grapevine",118.9082,FALSE,Fort Fire,100,,"The Fort Fire started on July 8, 2016 off I-5, east of Grapevine (Kern County) and burned 554 acres.",2016-07-08T11:15:00Z,Finalized,2016-07-10T19:37:00Z,1
198.11.189.2-10.42.0.211-443-36821-6,CAL FIRE Butte Unit,TRUE,/incidents/2016/8/2/99-fire/,Butte,,,,2016-08-03T08:00:00Z,7,FALSE,TRUE,,,39.6708,"Off of Highway 99 and Neal Road, south of Chico",-121.7192,FALSE,99 Fire,100,,"The 99 Fire started on August 2, 2016 off of Highway 99 and Neal Rd, south of Chico (Butte County).",2016-08-02T14:35:00Z,Finalized,2016-08-03T08:00:00Z,0
10.42.0.151-31.13.80.37-48418-443-6,Kern County Fire Department,TRUE,/incidents/2016/8/26/range-fire/,Kern,,,,2016-08-29T10:30:00Z,49,FALSE,TRUE,,,35.2013,"off Deer Trail Dr & Hwy 223, 6 miles east of Arvin",-118.7212,FALSE,Range Fire,100,,The Range fire burned in August 2016 off Deer Trail Drive and Hwy 223 near Arvin.,2016-08-26T10:10:00Z,Finalized,2016-08-29T10:30:00Z,1
10.42.0.42-23.45.197.183-54991-443-6,CAL FIRE Tehama-Glenn Unit,TRUE,/incidents/2016/6/30/colyear-fire/,Tehama,,,,2016-07-04T07:45:00Z,1,FALSE,TRUE,,,40.0353,"Colyear Springs Road, 7 miles west of Red Bank",-122.56939,TRUE,Colyear Fire,100,,"The Colyear Fire started on June 30, 2016 Colyear Springs Road, 7 miles west of Red Bank (Tehama County) and burned 464 acres.",2016-06-30T13:32:00Z,Finalized,2016-07-04T07:45:00Z,1
10.42.0.211-10.42.0.1-38866-53-17,CAL FIRE Tuolumne-Calaveras Unit,TRUE,/incidents/2016/8/28/willow-fire/,Calaveras,,,,2016-08-31T18:50:00Z,0,FALSE,TRUE,,,38.1874,"Off Willow Creek Rd & Mountain Ranch Rd, east of San Andreas ",-120.6381,TRUE,Willow Fire,100,,"Willow Fire, Calaveras County, east of San Andreas.",2016-08-28T13:07:00Z,Finalized,2016-08-31T18:50:00Z,0
10.42.0.151-13.107.3.128-40176-443-6,CAL FIRE Shasta-Trinity Unit,TRUE,/incidents/2016/7/8/fiddler-fire/,Shasta,10,,20,2016-07-12T07:00:00Z,1,FALSE,TRUE,,1,40.36873,"off Fiddlers Road, southwest of Igo",-122.72913,TRUE,Fiddler Fire,100,241,"The Fiddler Fire started on July 8, 2016 off of Fiddlers Road, southwest of Igo (Shasta County)",2016-07-08T22:45:00Z,Finalized,2016-07-12T07:00:00Z,1
151.101.117.140-10.42.0.211-443-36818-6,CAL FIRE Nevada-Yuba-Placer Unit,TRUE,/incidents/2016/8/18/beale-fire/,Yuba,,,,2016-08-18T21:30:00Z,14,FALSE,TRUE,,,36.16965,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB ",-121.38775,FALSE,Beale Fire,100,,"The Beale Fire started on August 18 off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB in Yuba County.",2016-08-18T15:35:00Z,Finalized,2016-08-18T21:30:00Z,0
10.42.0.151-52.40.87.241-43095-443-6,US Forest Service - Sequoia National Forest,FALSE,/incidents/2016/8/22/tule-fire/,Tulare,,,,2016-11-08T10:15:00Z,1,FALSE,TRUE,,,36.1648,"off Hwy 190, 4 miles northeast of Springville",-118.73906,FALSE,Tule Fire,100,,"The Tule Fire started on August 22, 2016 and burned off Hwy 190 4 miles northeast of Springville.",2016-08-22T22:00:00Z,Finalized,2016-11-08T10:15:00Z,0
10.42.0.211-52.84.40.45-48491-443-6,CAL FIRE Lassen-Modoc Unit,TRUE,/incidents/2016/9/11/howard-fire/,Modoc,,,,2016-09-14T18:00:00Z,0,FALSE,TRUE,,,41.4657,"in Howards Gulch, north of Canby ",-120.9066,FALSE,Howard Fire,100,,"The Howard Fire started on September 11, 2016 in Howards Gulch, north of Canby, Modoc County and burned 380 acres.",2016-09-11T14:15:00Z,Finalized,2016-09-14T18:00:00Z,1
10.42.0.211-74.6.105.13-54320-443-6,CAL FIRE Amador- El Dorado Unit,TRUE,/incidents/2016/6/28/rancho-fire/,Amador,,,,2016-06-29T07:30:00Z,0,FALSE,TRUE,,,38.385,"Hwy 104, west of Ione",-121.003611,FALSE,Rancho Fire,100,,"The Rancho Fire started on June 28, 2016 off Hwy 104, west of Ione in Amador County and burned 372 acres.",2016-06-28T19:02:00Z,Finalized,2016-06-29T07:30:00Z,1
10.42.0.151-10.42.0.1-55991-53-17,CAL FIRE Tehama-Glenn Unit,TRUE,/incidents/2016/9/13/hog-fire/,Tehama,6,2,12,2016-09-13T14:30:00Z,0,FALSE,TRUE,2,,40.30594,"Off Hwy 36 near Hog Lake, northeast of Red Bluff",-122.1295,TRUE,Hog Fire,100,168,"The Hog Fire started on September 13, 2016 off Hwy 36 near Hog Lake, northeast of Red Bluff (Tehama County) and burned 360 acres.",2016-09-13T23:10:00Z,Finalized,2016-09-13T14:30:00Z,0
10.42.0.1-10.42.0.42-53-46750-17,CAL FIRE Tuolumne Calaveras Unit,TRUE,/incidents/2016/7/12/pacheco-fire/,Calaveras,,,,2016-07-16T18:30:00Z,0,FALSE,TRUE,,,38.08056,"off Lanford Pacheco Rd, south of Valley Springs",-120.81394,FALSE,Pacheco Fire,100,,"Pacheco Fire off Lanford Pacheco Rd, south of Valley Springs (Calaveras Unit) burned in July 2016.",2016-07-12T13:14:00Z,Finalized,2016-07-16T18:30:00Z,1
